en/audio_65307.wav,en,0.7
ru/audio_4526.wav,ru,0.775
en/audio_64654.wav,en,0.8
en/audio_64412.wav,en,0.8
en/audio_65165.wav,en,0.9
en/audio_64890.wav,en,0.9
ru/audio_5758.wav,ru,0.9625
en/audio_65323.wav,en,1.0
en/audio_65207.wav,en,1.0
en/audio_64636.wav,en,1.0
ru/audio_4003.wav,ru,1.0875
en/audio_64527.wav,en,1.1
en/audio_29294.wav,en,1.102375
de/audio_13799.wav,de,1.1206875
ru/audio_5807.wav,ru,1.15
ru/audio_5807.wav,ru,1.15
de/audio_3296.wav,de,1.1526875
ru/audio_3363.wav,ru,1.17325
ru/audio_3363.wav,ru,1.17325
ru/audio_3363.wav,ru,1.17325
ru/audio_3363.wav,ru,1.17325
ru/audio_3363.wav,ru,1.17325
ru/audio_607.wav,ru,1.1875
de/audio_1020.wav,de,1.191
de/audio_3776.wav,de,1.1923125
de/audio_3776.wav,de,1.1923125
de/audio_13761.wav,de,1.2
en/audio_65267.wav,en,1.2
de/audio_2772.wav,de,1.2036875
de/audio_4818.wav,de,1.2036875
de/audio_4818.wav,de,1.2036875
ru/audio_5789.wav,ru,1.2125
ru/audio_6820.wav,ru,1.213625
ru/audio_4487.wav,ru,1.275
ru/audio_4487.wav,ru,1.275
en/audio_38268.wav,en,1.282625
ru/audio_4880.wav,ru,1.2875
ru/audio_4880.wav,ru,1.2875
en/audio_64638.wav,en,1.3
en/audio_64394.wav,en,1.3
en/audio_64985.wav,en,1.3
en/audio_26170.wav,en,1.3150625
de/audio_13820.wav,de,1.3263125
ru/audio_670.wav,ru,1.329875
de/audio_6803.wav,de,1.3346875
ru/audio_4099.wav,ru,1.3375
ru/audio_651.wav,ru,1.3398125
en/audio_6728.wav,en,1.3450625
ru/audio_624.wav,ru,1.346625
ru/audio_624.wav,ru,1.346625
ru/audio_624.wav,ru,1.346625
ru/audio_6757.wav,ru,1.3475625
ru/audio_6757.wav,ru,1.3475625
de/audio_10354.wav,de,1.359
